,probs,priv_group_col,actuals
53,0.9763907064850859,1.0,1.0
54,0.22454088321739868,1.0,0.0
55,0.9447730281516841,1.0,1.0
56,0.8358757678904164,1.0,0.0
57,0.6563392756804125,1.0,1.0
58,0.4630085857400562,0.0,1.0
59,0.19154729579194943,0.0,0.0
60,0.7252388998795952,1.0,1.0
61,0.9698698651086156,1.0,1.0
62,0.3614578642835188,1.0,0.0
63,0.17414685169768934,1.0,0.0
64,0.7728751644946845,1.0,1.0
65,0.8365348782712226,1.0,1.0
66,0.7826283165357372,1.0,1.0
67,0.6265349368593064,0.0,1.0
68,0.5025025162978952,1.0,0.0
69,0.8526307894802654,1.0,1.0
70,0.7535949870319599,1.0,1.0
71,0.9745778726101385,1.0,1.0
72,0.7390825380786747,1.0,1.0
73,0.5872714300212961,1.0,1.0
74,0.5226263255350545,1.0,0.0
75,0.8345658538977618,1.0,1.0
76,0.32055277213747546,1.0,0.0
77,0.8531059554763858,1.0,1.0
78,0.8232251996945663,1.0,1.0
79,0.47007650720147165,0.0,1.0
80,0.9044006274768362,1.0,0.0
81,0.8875519753015806,1.0,1.0
82,0.7364848146714863,0.0,1.0
83,0.7185533971367709,1.0,1.0
84,0.7526247699387246,1.0,1.0
85,0.9540422051325583,1.0,1.0
86,0.6362259697692481,1.0,1.0
87,0.35355427471143686,1.0,0.0
88,0.6336931153891447,1.0,1.0
89,0.5522723866066273,1.0,0.0
90,0.9595846472100562,1.0,1.0
91,0.8974749275010111,1.0,1.0
92,0.9501571598751292,1.0,0.0
93,0.7664452468248554,0.0,1.0
94,0.7962819659395217,1.0,1.0
95,0.06109499857389685,1.0,0.0
96,0.952999229088025,1.0,1.0
97,0.6324977841639203,1.0,1.0
98,0.7718889418885478,1.0,1.0
99,0.8708514448999839,1.0,1.0
100,0.7558638335452811,1.0,1.0
101,0.5181213356690685,0.0,1.0
102,0.8649526454607248,0.0,1.0
103,0.8870925600603563,1.0,1.0
104,0.9751935292970962,1.0,1.0
105,0.6545056848902536,1.0,0.0
106,0.5167604790523357,1.0,0.0
107,0.6492385748327109,1.0,1.0
108,0.7070076145029648,1.0,1.0
109,0.8952121494359206,1.0,1.0
110,0.7553633752987414,1.0,1.0
111,0.4261607241720687,0.0,1.0
112,0.5541603216640142,1.0,1.0
113,0.48790195918298257,1.0,0.0
114,0.7829248017167831,1.0,1.0
115,0.944104523696018,1.0,1.0
116,0.6206999371101096,1.0,0.0
117,0.8462056308431433,1.0,1.0
118,0.6533672357342084,0.0,0.0
119,0.9038484902498779,1.0,1.0
120,0.5744664788994853,1.0,0.0
121,0.9050421275388737,1.0,1.0
122,0.8349098041338134,0.0,1.0
123,0.7896585249132505,1.0,1.0
124,0.6813094783306224,1.0,0.0
125,0.5358380530330163,1.0,1.0
126,0.6793276634259311,1.0,1.0
127,0.595758984000242,1.0,0.0
128,0.9080071327183927,1.0,1.0
129,0.47723081820769125,1.0,0.0
130,0.44539498026766605,0.0,1.0
131,0.1552350791970296,1.0,0.0
132,0.8105548103288159,1.0,1.0
133,0.6881661656738951,1.0,1.0
134,0.7176166634421641,0.0,1.0
135,0.9723822104333528,1.0,1.0
136,0.9299961154592183,1.0,1.0
137,0.8286933229933303,1.0,0.0
138,0.9585757281355836,1.0,1.0
139,0.7840045349586049,1.0,1.0
140,0.9031598211344831,1.0,1.0
141,0.309575196722073,1.0,1.0
142,0.5249832163702115,1.0,1.0
143,0.544629572968351,0.0,0.0
144,0.8458778870362682,0.0,1.0
145,0.4169949677023303,1.0,1.0
146,0.7227991923063275,1.0,1.0
147,0.9250573647362113,1.0,1.0
148,0.695799753206133,1.0,1.0
149,0.9643894373027668,1.0,1.0
150,0.9206067490887052,1.0,1.0
151,0.960026736440519,1.0,1.0
152,0.4361576363586493,0.0,1.0
153,0.8468775321754421,1.0,1.0
154,0.6441541926744921,1.0,1.0
155,0.4677023365667562,0.0,0.0
156,0.9190800966728293,1.0,1.0
157,0.36521241696963663,1.0,1.0
158,0.5999578761403523,1.0,1.0
159,0.9897927508188568,1.0,1.0
160,0.9661684179188832,1.0,1.0
161,0.7274879639415671,1.0,1.0
162,0.9401030714704999,1.0,1.0
163,0.3969048575331428,1.0,1.0
164,0.7513378243132521,1.0,1.0
165,0.9613544409377726,1.0,1.0
166,0.45779377100090984,1.0,0.0
167,0.6665690308873432,0.0,1.0
168,0.8839788863388665,1.0,1.0
169,0.8041078413657328,1.0,0.0
170,0.21296010808879734,1.0,0.0
171,0.8680676512953522,1.0,1.0
172,0.6276593619042997,1.0,0.0
173,0.8703129041065881,1.0,1.0
174,0.3684651467227836,1.0,0.0
175,0.8097653598423603,1.0,0.0
176,0.6546080300728724,1.0,1.0
177,0.8703449735526024,1.0,1.0
178,0.9103723709566144,1.0,1.0
179,0.6177649826011895,1.0,1.0
180,0.654556731938792,1.0,0.0
181,0.4769211589016451,1.0,0.0
182,0.41557010480240225,1.0,0.0
183,0.9664233623028162,1.0,1.0
184,0.6354455747820333,1.0,0.0
185,0.9205010056021203,1.0,1.0
186,0.6180125735806512,1.0,0.0
187,0.7717266410075501,1.0,1.0
188,0.7061756633764691,0.0,0.0
189,0.46467972727151097,1.0,1.0
190,0.9120331838039392,1.0,0.0
191,0.3752887436610185,1.0,0.0
192,0.5260387183309535,1.0,0.0
193,0.9534751007499069,1.0,1.0
194,0.5012897956385935,0.0,0.0
195,0.7861694112700279,1.0,0.0
196,0.9613862962557894,1.0,1.0
197,0.32742979950504025,1.0,0.0
198,0.8103928582629801,1.0,1.0
199,0.6069993453659127,1.0,0.0
200,0.9352965937778097,1.0,1.0
201,0.48771460046746484,1.0,1.0
202,0.8548628518883924,1.0,1.0
203,0.589634795333687,0.0,0.0
204,0.8845566348809042,1.0,1.0
205,0.6552105615390013,1.0,1.0
206,0.9488319401775561,1.0,1.0
207,0.8740826181088548,1.0,1.0
208,0.25806937988396844,0.0,1.0
209,0.9870679729625731,1.0,1.0
210,0.9868698175461142,1.0,1.0
211,0.938750913468683,1.0,1.0
212,0.26917608223002726,1.0,0.0
213,0.7716640320453731,1.0,0.0
214,0.952705663811096,1.0,1.0
215,0.9689148161257546,1.0,1.0
216,0.45097622936354154,1.0,1.0
217,0.7219515039321945,0.0,1.0
218,0.4834217091791999,0.0,1.0
219,0.8319994166690603,1.0,1.0
220,0.7411163517455283,1.0,1.0
221,0.3474710089790357,0.0,1.0
222,0.8248512110988792,1.0,1.0
223,0.9267859145006101,1.0,1.0
224,0.9316246324115895,1.0,1.0
225,0.4982798738342469,1.0,1.0
226,0.535166895010367,1.0,0.0
227,0.4750748936523971,1.0,0.0
228,0.9017741169730414,0.0,0.0
229,0.17467867098858206,0.0,1.0
230,0.5828275259209865,1.0,0.0
231,0.874636035375788,1.0,1.0
232,0.9294377024101071,1.0,1.0
233,0.8293200165339727,1.0,1.0
234,0.9815495744809543,1.0,1.0
235,0.3991624987451101,1.0,0.0
236,0.6075618200859295,0.0,0.0
237,0.38064459831025943,1.0,0.0
238,0.8959568019462191,1.0,1.0
239,0.8014835235891272,1.0,1.0
240,0.3472252938573067,1.0,0.0
241,0.9504571654645017,1.0,1.0
242,0.24713289651092687,0.0,0.0
243,0.9146815721944985,1.0,1.0
244,0.8138893904713866,1.0,1.0
245,0.9124720691615624,1.0,1.0
246,0.9471357563083542,1.0,1.0
247,0.4782410986325874,1.0,1.0
248,0.822066364512882,1.0,1.0
249,0.7673405704480878,0.0,0.0
250,0.9113004471082379,1.0,1.0
251,0.8205618684437406,1.0,1.0
252,0.18302416080960832,0.0,0.0
253,0.8710457825232778,1.0,1.0
254,0.9230481496337003,0.0,1.0
255,0.6839488285562355,1.0,1.0
256,0.9138674588307353,1.0,1.0
257,0.3733254316667981,1.0,0.0
258,0.9322463336670027,0.0,1.0
259,0.9376725982365379,1.0,1.0
260,0.7351891129502042,1.0,1.0
261,0.4690972525512328,1.0,1.0
262,0.5594120995712573,1.0,1.0
263,0.7608563877230046,1.0,1.0
264,0.9382963628896901,1.0,1.0
265,0.7119775249951363,1.0,0.0
266,0.9204726708914021,1.0,1.0
267,0.6785250113201853,1.0,1.0
268,0.555841685478805,1.0,0.0
269,0.9183628758401635,1.0,1.0
270,0.9260161006228627,1.0,1.0
271,0.9710003139639632,1.0,1.0
272,0.15226846262284327,1.0,1.0
273,0.6156153535624278,1.0,0.0
274,0.2740249060993592,1.0,0.0
275,0.9458582796721215,1.0,1.0
276,0.9149617920370945,1.0,1.0
277,0.9011327910956988,1.0,1.0
278,0.882589139063189,1.0,0.0
279,0.859447872060045,1.0,1.0
280,0.9665515852120066,0.0,1.0
281,0.8831414984071545,1.0,1.0
282,0.8559445286366303,1.0,1.0
283,0.9726123653380621,1.0,1.0
284,0.6038817317117867,1.0,1.0
285,0.1707847358915325,1.0,1.0
286,0.6155500748430492,1.0,1.0
287,0.49990130041042163,1.0,1.0
288,0.816663177939996,1.0,1.0
289,0.4463186446855526,1.0,0.0
290,0.9420070324397865,1.0,1.0
291,0.6594518794737888,1.0,0.0
292,0.7701018667923791,1.0,1.0
293,0.8082528507453502,1.0,1.0
294,0.773895206956915,1.0,1.0
295,0.3387030132390406,1.0,0.0
296,0.9384476664036551,0.0,1.0
297,0.8946675065789466,1.0,1.0
298,0.9150556044935684,1.0,1.0
299,0.9420762149911021,1.0,1.0
300,0.914272101895857,1.0,1.0
301,0.2877698330122891,1.0,0.0
302,0.8873915167723304,1.0,0.0
303,0.7373244809760454,1.0,1.0
304,0.5393185444997207,1.0,0.0
305,0.9497625071156006,1.0,1.0
306,0.9064648598976967,0.0,1.0
307,0.6457083780429448,1.0,0.0
308,0.655658679160801,0.0,0.0
309,0.46017138488979065,0.0,1.0
310,0.5246961255343392,1.0,1.0
311,0.6635639304435085,1.0,1.0
312,0.6712170287699493,1.0,1.0
313,0.6805349376000898,1.0,0.0
314,0.9308125694359938,1.0,1.0
315,0.2251573596827879,1.0,0.0
316,0.845293414659502,1.0,1.0
317,0.8495400882207734,1.0,1.0
318,0.8681353029649687,1.0,1.0
319,0.63952278632004,1.0,1.0
320,0.47347310362068196,1.0,0.0
321,0.48466154153029867,1.0,0.0
322,0.8354024327138425,1.0,1.0
323,0.6862421334445189,1.0,1.0
324,0.8147228801734946,1.0,1.0
325,0.8895805187466066,1.0,1.0
326,0.9746694661354213,1.0,1.0
327,0.8866549144313683,1.0,1.0
328,0.5976362163626422,1.0,1.0
329,0.7656737231429286,1.0,1.0
330,0.816610886455999,1.0,1.0
331,0.8415984727554012,1.0,0.0
332,0.07133587455083656,0.0,0.0
333,0.6292784459271863,0.0,0.0
334,0.1260859549732869,0.0,0.0
335,0.8925371379652857,1.0,0.0
336,0.749718284057583,0.0,1.0
337,0.45874101307721477,0.0,0.0
338,0.4653725027652969,1.0,1.0
339,0.684180440240747,1.0,1.0
340,0.40171315018868364,0.0,1.0
341,0.6730821556016255,1.0,1.0
342,0.8017212696765388,1.0,1.0
343,0.6544663836299538,1.0,1.0
344,0.8228211714912731,1.0,1.0
345,0.9039630236015271,1.0,1.0
346,0.8675375566417177,0.0,1.0
347,0.563575173850435,0.0,1.0
348,0.948423479817312,1.0,1.0
349,0.8068017811101418,1.0,0.0
350,0.8599887636979612,0.0,1.0
351,0.7908885749156093,1.0,0.0
352,0.989023782313187,1.0,1.0
353,0.29965967374866415,1.0,0.0
354,0.8667663948503875,1.0,1.0
355,0.2369328307716509,0.0,0.0
356,0.9906649350894113,1.0,1.0
357,0.75650931868666,1.0,0.0
358,0.8982326591354874,1.0,1.0
359,0.4104054192703353,0.0,0.0
360,0.6478549157824262,1.0,1.0
361,0.9328027657549522,1.0,1.0
362,0.5098373513731589,1.0,1.0
363,0.8811893822104491,0.0,1.0
364,0.5239966888654217,1.0,0.0
365,0.9568073397011797,1.0,1.0
366,0.9726967893374283,1.0,1.0
367,0.39698510015138855,0.0,1.0
368,0.39864011123033977,1.0,0.0
369,0.7569214312023089,1.0,1.0
370,0.8156628978596343,1.0,1.0
371,0.9307699335745308,1.0,1.0
372,0.9031917854750462,0.0,1.0
373,0.6079902247432797,1.0,1.0
374,0.05979515248435568,1.0,0.0
375,0.3260817769852006,1.0,0.0
376,0.914757034131769,1.0,1.0
377,0.9590115513122939,1.0,1.0
378,0.1338193793932233,1.0,0.0
379,0.8776010679386931,1.0,1.0
380,0.8665517492685219,1.0,1.0
381,0.5356510746394091,1.0,0.0
382,0.8504713582779176,1.0,1.0
383,0.6116302821923715,1.0,1.0
384,0.8254925252545091,1.0,1.0
385,0.9112719960728167,1.0,1.0
386,0.8639643640022058,0.0,1.0
387,0.6136591334145347,1.0,1.0
388,0.8349727620143985,1.0,1.0
389,0.8871896594659864,1.0,1.0
390,0.8410415916931515,1.0,1.0
391,0.8023954724069023,0.0,1.0
392,0.38598805144542153,1.0,1.0
393,0.9158208008279405,1.0,1.0
394,0.9613116191561587,1.0,1.0
395,0.3583817099454123,1.0,1.0
396,0.498791651310903,1.0,1.0
397,0.6672968965452385,1.0,1.0
398,0.6216855924615948,1.0,0.0
399,0.9415969084747987,1.0,1.0
400,0.917067263771452,1.0,1.0
401,0.8363316763886545,1.0,1.0
402,0.6438928570322417,1.0,0.0
403,0.7379494999351502,1.0,1.0
404,0.6843693378317507,1.0,1.0
405,0.6841222111270568,0.0,0.0
406,0.9903854711986354,1.0,1.0
407,0.6434340291103795,1.0,1.0
408,0.9185050414095729,1.0,1.0
409,0.9219352262023193,1.0,0.0
410,0.514062503537888,0.0,1.0
411,0.9604870859018813,1.0,1.0
412,0.8730890614938218,1.0,0.0
413,0.8083065107868502,1.0,1.0
414,0.43750171085060674,1.0,0.0
415,0.9499182487998541,1.0,1.0
416,0.394310906139796,1.0,0.0
417,0.3848002696199166,0.0,1.0
418,0.8405680923895856,1.0,1.0
419,0.5744071104453314,1.0,0.0
420,0.8435962700592238,0.0,1.0
421,0.8995290090380188,1.0,1.0
422,0.8927813393822653,1.0,1.0
423,0.9331451575830103,1.0,1.0
424,0.8329502305843367,1.0,0.0
425,0.8085679956931224,0.0,1.0
426,0.8851025306907009,1.0,1.0
427,0.9684155152543663,1.0,1.0
428,0.9233764589641812,0.0,1.0
429,0.5999076004143212,1.0,0.0
430,0.9682911198349291,1.0,1.0
431,0.35509968747131176,1.0,0.0
432,0.7459407670961966,1.0,1.0
433,0.8962887528785979,1.0,1.0
434,0.6910008290153267,1.0,1.0
435,0.9247873296290747,1.0,0.0
436,0.9503495174297203,0.0,1.0
437,0.9187830925897513,1.0,1.0
438,0.4091871597859087,1.0,1.0
439,0.5700964708013267,1.0,0.0
440,0.8202077046734323,1.0,1.0
441,0.5729394305617483,1.0,1.0
442,0.6260560221885011,1.0,1.0
443,0.7429770107157533,1.0,0.0
444,0.6402563686632873,1.0,0.0
445,0.9136477783678386,1.0,1.0
446,0.21484958580195962,1.0,0.0
447,0.8960499517992927,1.0,1.0
448,0.9327178338886152,1.0,1.0
449,0.6553762020023213,1.0,0.0
450,0.9463515883507144,1.0,1.0
451,0.8974558672381001,1.0,1.0
452,0.8460976084394098,1.0,1.0
453,0.92914373444803,1.0,1.0
454,0.5423476696553928,1.0,0.0
455,0.8171900421546242,1.0,1.0
456,0.6058646343710099,1.0,1.0
457,0.7756051456752141,1.0,0.0
458,0.5026942547655199,1.0,1.0
459,0.8518009058828797,1.0,1.0
460,0.7112810965920335,1.0,1.0
461,0.5264043401684217,1.0,1.0
462,0.5323458983223502,1.0,1.0
463,0.8346205133267136,1.0,1.0
464,0.8192643342794994,1.0,1.0
465,0.7466786477553295,1.0,1.0
466,0.38045405966377543,1.0,0.0
467,0.7432396260594568,1.0,1.0
468,0.7649365299902189,1.0,1.0
469,0.9535877399761588,1.0,1.0
470,0.5264904941577757,0.0,0.0
471,0.30483546378569676,0.0,0.0
472,0.4623521163382045,1.0,0.0
473,0.9635960972387249,1.0,1.0
474,0.7965455717511037,1.0,0.0
475,0.3668970240807568,1.0,0.0
476,0.8640566701633108,0.0,1.0
477,0.6677522817650705,1.0,1.0
478,0.8838902871133368,1.0,1.0
479,0.7897548723674442,1.0,1.0
480,0.8224150934936578,0.0,1.0
481,0.3598722364061081,1.0,1.0
482,0.4943897075494073,1.0,1.0
483,0.9494221474142388,1.0,1.0
484,0.9454817965990436,1.0,1.0
485,0.6470853877597371,1.0,0.0
486,0.92978706674305,1.0,1.0
487,0.524808893304138,1.0,1.0
488,0.8480973436644038,1.0,1.0
489,0.873373969634664,1.0,1.0
490,0.9418952845413967,1.0,1.0
491,0.27851134285682033,1.0,0.0
492,0.9616138114830101,1.0,1.0
493,0.8908115564133492,1.0,1.0
494,0.6345819774881137,1.0,1.0
495,0.7229607517818457,0.0,0.0
496,0.23024529696716325,1.0,0.0
497,0.9425974868601004,1.0,1.0
498,0.8355689091461307,1.0,1.0
499,0.9177219846167012,1.0,1.0
500,0.18238527564121665,1.0,0.0
501,0.6098731699543963,1.0,1.0
502,0.9248531426832122,1.0,1.0
503,0.6270172487449585,1.0,0.0
504,0.13867790194757268,0.0,0.0
505,0.9452067008098325,1.0,0.0
506,0.9739095455898262,1.0,1.0
507,0.5431395559221663,1.0,0.0
508,0.8284581605957495,1.0,1.0
509,0.84423483477051,1.0,1.0
510,0.6213658061724948,1.0,0.0
511,0.887034422696693,1.0,1.0
512,0.876299042026666,1.0,1.0
513,0.5490465009176118,0.0,1.0
514,0.7908117853901541,1.0,1.0
515,0.7162650779617243,1.0,1.0
516,0.812982475206204,1.0,1.0
517,0.70673766982701,0.0,0.0
518,0.6324207137036458,1.0,1.0
519,0.9715907935006279,1.0,1.0
520,0.8233818419950659,1.0,1.0
521,0.5091487789596956,0.0,0.0
522,0.1439098255653304,1.0,0.0
523,0.9213106983340347,0.0,1.0
524,0.7909063592163591,1.0,1.0
525,0.6585601940087673,1.0,1.0
526,0.851888669752308,1.0,1.0
527,0.983920833083158,1.0,1.0
528,0.3681627700253311,1.0,0.0
529,0.6418382265210587,1.0,1.0
530,0.5093005153162774,1.0,1.0
531,0.4889575912552375,1.0,0.0
532,0.9297327923695216,1.0,1.0
533,0.9379684159895199,1.0,1.0
534,0.8787279141104984,1.0,1.0
535,0.7210413459153103,1.0,0.0
536,0.6497417654388421,1.0,1.0
537,0.799084913555455,1.0,1.0
538,0.07409927408966928,1.0,0.0
539,0.627006536745905,1.0,1.0
540,0.6920266651169008,0.0,0.0
541,0.6767932354891059,1.0,1.0
542,0.6096325429726481,1.0,0.0
543,0.8366194587635672,1.0,0.0
544,0.901548025308954,1.0,1.0
545,0.36277029880836537,1.0,0.0
546,0.805546873415539,1.0,1.0
547,0.8699918948250939,1.0,1.0
548,0.29783150039011086,0.0,0.0
549,0.966031640249304,1.0,1.0
550,0.9614896461421918,0.0,1.0
551,0.9056339684743431,1.0,1.0
552,0.7655899214483257,1.0,0.0
553,0.6529819734340545,1.0,1.0
554,0.6643340331366459,1.0,1.0
555,0.5273548010089537,0.0,0.0
556,0.26382298738632404,1.0,0.0
557,0.70882985660672,1.0,0.0
558,0.4512481371200108,1.0,0.0
559,0.8491500537428426,1.0,0.0
560,0.7516582271910107,1.0,1.0
561,0.4598825256245392,0.0,0.0
562,0.7177367494197551,1.0,1.0
563,0.48063348654049165,1.0,0.0
564,0.6019553267626577,1.0,1.0
565,0.6375984730519606,0.0,1.0
566,0.6835544386033507,1.0,0.0
567,0.9722439465096431,1.0,1.0
568,0.749125660905273,1.0,1.0
569,0.27056046399418715,1.0,0.0
570,0.316386455621599,0.0,0.0
571,0.9184365843319587,1.0,1.0
572,0.9496347235819267,1.0,1.0
573,0.38886920028629096,0.0,1.0
574,0.7302542439674147,1.0,1.0
575,0.8777500189034696,0.0,1.0
576,0.820501186822925,1.0,1.0
577,0.9175994417309137,1.0,1.0
578,0.43757443666763995,1.0,0.0
579,0.785462042513425,1.0,1.0
580,0.7706317943091768,1.0,0.0
581,0.7074859874614599,1.0,1.0
582,0.8043617738701021,1.0,1.0
583,0.23734374916009388,1.0,0.0
584,0.8441659123782601,1.0,1.0
585,0.4063678637639275,0.0,0.0
586,0.6432262970897838,1.0,1.0
587,0.6482337353037366,0.0,1.0
588,0.6356428186303484,1.0,0.0
589,0.780783159281026,1.0,0.0
590,0.8421552367757206,1.0,1.0
591,0.4925212590687965,1.0,1.0
592,0.8508572497989835,1.0,1.0
593,0.2853385093249482,0.0,0.0
594,0.556921609560208,1.0,0.0
595,0.3845438046705097,1.0,0.0
596,0.22881629372635165,0.0,0.0
597,0.6126537091287919,1.0,0.0
598,0.8858551295103612,1.0,0.0
599,0.827653239206401,1.0,1.0
600,0.8618600033467596,1.0,1.0
601,0.589562657538137,1.0,0.0
602,0.23988804729417307,1.0,0.0
603,0.7060851671380297,1.0,0.0
604,0.5839688261275958,0.0,1.0
605,0.36168148112074344,0.0,1.0
606,0.9264639088407424,1.0,1.0
607,0.3665942400601059,1.0,0.0
608,0.8428842029132811,1.0,1.0
609,0.9412945723455163,1.0,1.0
610,0.43655451296468145,0.0,0.0
611,0.749479921211458,1.0,0.0
612,0.42063057049716657,1.0,1.0
613,0.5307429836973044,0.0,1.0
614,0.8439038825806238,0.0,0.0
615,0.28465296341093305,1.0,1.0
616,0.47227076466606976,1.0,1.0
617,0.6821949261817032,1.0,1.0
618,0.3910741032875214,0.0,0.0
619,0.8076615260856719,1.0,1.0
620,0.8656531485840812,1.0,1.0
621,0.7836710982021573,1.0,0.0
622,0.7344277486698484,1.0,0.0
623,0.263790935851561,0.0,1.0
624,0.4537441991014953,1.0,0.0
625,0.9373112366248165,1.0,1.0
626,0.9025638064628958,1.0,1.0
627,0.6592615988133758,1.0,0.0
628,0.9148088797191515,1.0,1.0
629,0.9594899442204161,1.0,1.0
630,0.5239560764900438,1.0,1.0
631,0.3129211505552299,1.0,0.0
632,0.7223296663745674,0.0,1.0
633,0.6850476631657361,0.0,0.0
634,0.43628489121883995,1.0,0.0
635,0.7119949277604414,1.0,1.0
636,0.8967969420906923,1.0,1.0
637,0.5620890260240746,0.0,1.0
638,0.8078635243323785,1.0,1.0
639,0.46432492306083756,1.0,0.0
640,0.37557975490462736,1.0,0.0
641,0.5938804032762545,1.0,1.0
642,0.8262254201821915,1.0,0.0
643,0.9748459947687704,1.0,1.0
644,0.8420940061588651,1.0,1.0
645,0.7307265890505193,1.0,0.0
646,0.5518504942890766,1.0,1.0
647,0.8339311442661288,1.0,0.0
648,0.5218251789830807,1.0,0.0
649,0.4151749172453314,1.0,0.0
650,0.21552500567919164,1.0,1.0
651,0.666649000080565,1.0,0.0
652,0.3162925971802022,1.0,0.0
653,0.3735080300073654,1.0,0.0
654,0.9748781199498493,1.0,1.0
655,0.3843623425638139,0.0,1.0
656,0.4465321281802246,1.0,0.0
657,0.7866232240441358,1.0,1.0
658,0.28706914738930295,1.0,1.0
659,0.783685738066136,1.0,1.0
660,0.7630510945928222,0.0,1.0
661,0.5290455258782808,0.0,0.0
662,0.8411805553380327,1.0,1.0
663,0.6168802606973574,1.0,1.0
664,0.8615686409985582,1.0,1.0
665,0.7293502939115751,1.0,1.0
666,0.48812075772496677,1.0,1.0
667,0.48471292185060827,1.0,1.0
668,0.5153609507519834,1.0,0.0
669,0.8314994828961452,1.0,1.0
670,0.9237926090927874,1.0,1.0
671,0.8808357033944292,1.0,1.0
672,0.4827985834383635,1.0,1.0
673,0.9383337717160853,0.0,1.0
674,0.8011689012194622,1.0,0.0
675,0.900057318667985,1.0,1.0
676,0.9114028870836707,1.0,1.0
677,0.2836658461087847,0.0,0.0
678,0.41477482676336325,1.0,1.0
679,0.8326943032396237,1.0,1.0
680,0.7842465749939109,1.0,1.0
681,0.9391236226332685,1.0,1.0
682,0.8168118401473903,1.0,1.0
683,0.8585773150279856,1.0,1.0
684,0.7161260622868467,1.0,1.0
685,0.5630415720789343,1.0,1.0
686,0.9752464184601718,1.0,1.0
687,0.3213305649117287,1.0,1.0
688,0.9275527063811889,1.0,1.0
689,0.725250895994705,1.0,1.0
690,0.8139432359150512,1.0,1.0
691,0.6196202353280028,1.0,1.0
692,0.6856991030907543,1.0,1.0
693,0.870080243044362,1.0,1.0
694,0.9120345200077561,1.0,1.0
695,0.9685508022925344,1.0,1.0
696,0.91542288381922,1.0,1.0
697,0.914573044424204,1.0,1.0
698,0.8745725474793807,0.0,1.0
699,0.644371171511305,1.0,1.0
700,0.8488408274947631,1.0,0.0
701,0.5906666453739213,1.0,0.0
702,0.6860025940441818,1.0,1.0
703,0.3884017970502746,1.0,1.0
704,0.4135618544211206,1.0,1.0
705,0.7888926422769088,1.0,1.0
706,0.309987912443134,0.0,0.0
707,0.27585966614290586,1.0,0.0
708,0.7122861684255429,1.0,1.0
709,0.8302960499243633,1.0,1.0
710,0.9418232900153689,1.0,1.0
711,0.2550633487782823,1.0,0.0
712,0.9775153937127988,1.0,1.0
713,0.8237086460403025,1.0,1.0
714,0.12793347165119517,1.0,0.0
715,0.9802905820849729,1.0,1.0
716,0.9656630781371248,1.0,1.0
717,0.8468608884008543,1.0,1.0
718,0.939044388240374,1.0,1.0
719,0.6033749303406051,1.0,1.0
720,0.6829364636539749,1.0,0.0
721,0.24707903412500612,0.0,0.0
722,0.2946388543169131,0.0,0.0
723,0.7809864464790254,1.0,1.0
724,0.504855252235827,0.0,0.0
725,0.9330074251962879,1.0,1.0
726,0.9686221952559436,1.0,1.0
727,0.2623127141240941,1.0,0.0
728,0.09351763294636166,1.0,0.0
729,0.9586791934781792,1.0,1.0
730,0.6424707823078251,1.0,1.0
731,0.5665930519515706,0.0,0.0
732,0.8914948879174874,1.0,1.0
733,0.9520024841321768,1.0,1.0
734,0.9551832089272572,1.0,1.0
735,0.2659449704067945,1.0,1.0
736,0.45213908949721415,0.0,0.0
737,0.5090586698383437,1.0,1.0
738,0.9448444677445021,1.0,1.0
